ID,ESTABELECI,ENDERECO,LAT,LONG,BAIRRO
1137,JD ETELVINA-UBS,"MANOEL TEODORO XAVIER,R,138",-23529885,-46421214,JD ETELVINA
1138,JD FANGANIELO-UBS,"FRANCISCO NUNES CUBAS,R,60",-23546737,-46395555,LAJEADO
1139,JD FLOR DE MAIO - UBS,"NOVA PAULISTA,AV,561",-23430922,-46575031,JD FLOR DE MAIO
1140,JD FONTALIS-UBS,"ANTONIO PICCAROLO,R, 41",-23435291,-46580104,JD TREMEMBE
1141,JD GERMANIA-UBS,"JOAO FUGULIM,R,338",-23653552,-46757092,JD NOVA GERMANIA
1142,JD GRIMALDI - UBS,"PEDRO DE CASTRO VELHO,R,523",-23591570,-46515914,V BANCARIA
1143,JD GUAIRACA-UBS,"ERVA IMPERIAL,R,501",-23599363,-46539564,CID CONTINENTAL
1144,JD GUANABARA-UBS,"PETRONIO PORTELA,MIN,AV,663",-23492812,-46700579,FREGUESIA DO O
1145,JD GUARANI-UBS,"SANTANA DO ARACUAI,R,160",-23461814,-46690298,JD. GUARANI
1146,JD GUARUJA-UBS,"JOAO DE ALMADA,R,25",-23691942,-46787445,JD. GUARUJA
1147,JD HELIAN-UBS,"CARMEM CARDOSO BORDINI,R,184",-23576490,-46455845,JD. HELIAN
1148,JD HERCULANO-UBS,"IGNACIO LIMAS,R,11",-23691596,-46757038,JD. HERCULANO
1149,JD ICARAI (BRASILANDIA)-UBS,"ALMIR DEHAR,AV,201",-23465527,-46696028,PQ. BELEM
1150,JD ICARAI I (QUINTANA)-UBS,"ROQUE DO PARAGUASSU,R,190",-23743565,-46704938,V QUINTANA
1151,JD INDAIA-UBS,"ANTONIO LEME DA GUERRA,R,182",-23515128,-46397352,ITAIM PAULISTA
1152,JD IPANEMA-UBS PEDRO RAVARA,"PEDRO RAVARA,R,11A",-23445919,-46748695,JD. IPANEMA
1153,JD IPORA -UBS,"FORTE DE LADARIO,R,61",-23783116,-46711437,JD IPOR+
1154,JD ITAPEMA-UBS,"COSTEIRA,R,572",-23559758,-46509798,V.ARISI
1155,JD IV CENTENARIO-UBS,"CAMPO FLORIDO,R,482",-23589591,-46499481,JD IMPERADOR
1156,JD IVA-UBS,"MIGUEL BASTOS SOARES,R,365",-23583678,-46516140,JD. IVA
1157,JD JAPAO-UBS,"SOBRAL JUNIOR,R,452",-23505151,-46588562,V MARIA ALTA
1158,JD JAQUELINE-UBS,"BONIFACIO VERONESE,R,10",-23594344,-46751259,JD. JAQUELINE
1159,JD JOAMAR-UBS,"AIAMOPOLO  LOBO,R,60",-23448588,-46595688,JD JOAMAR
1160,JD KAGOHARA-UBS,"TEMAS,DOS,R,25",-23688112,-46759440,JD KAGOHARA
1161,JD KERALUX-UBS,"LUCAS GONCALVES,R, 13",-23481916,-46493416,ERM MATARAZZO
1162,JD LADEIRA ROSA-UBS,"JOSE DA COSTA GAVIAO,R,150",-23460263,-46673017,PQ. TIETE
1163,JD LAPENNA - UBS,"SERRA DA JURUOCA,R,36",-23487565,-46447991,S+O MIGUEL
1164,JD LIDIA-UBS,"GUTEMBERG JOSE FERREIRA,R,500",-23664866,-46762163,JD. LIDIA
1165,JD LOURDES - UBS,"ARMANDO DE ARRUDA PEREIRA,ENG,AV, 4004",-23659608,-46636549,JABAQUARA
1166,JD MACEDONIA - UBS,"SORIANO ALBUQUERQUE,R,77",-23652956,-46789484,JD MACEDONIA
1167,JD MAIA-UBS,"MARFIM VEGETAL,R,108",-23491745,-46415317,JD. MAIA
1168,JD MARCELO-UBS,"GASTAO RAUL DE FOURTON BOUSQUET,R,377",-23655166,-46770652,JD. MARCELO
1169,JD MARILIA-UBS,"ELZA DOS ANJOS NEVES,R,22",-23569122,-46492026,JD MARILIA
1170,JD MIRIAM-UBS MANOEL S. OLIVEIRA,"SANTO AFONSO,AV,419",-23678053,-46643925,JD. MIRIAM
1171,JD MIRNA-UBS,"JUVENAL HUDSON FERREIRA,DR,R,13",-23771089,-46695932,JD. MIRNA
1172,JD NAKAMURA-UBS,"MANUEL VITOR DE JESUS,R,811",-23698470,-46773193,JD NAKAMURA
1173,JD NELIA-UBS,"ITAJUIBE,R,1910",-23510992,-46383921,ITAIM PAULISTA
1174,JD NITEROI-UBS,"SAMUEL ARNOLD,R,596",-23681896,-46667627,JD. NITEROI
1175,JD NORDESTE-UBS,"NICOLO TARTAGLIA,R,45",-23531063,-46479070,JD COIMBRA
1176,JD NOVO HORIZONTE - UBS,"CARUANENSE,R,186",-23774554,-46700848,GRAJAU
1177,JD OLINDA - UBS,"CANORI,R,190",-23628223,-46755627,JD OLINDA
1178,JD PANAMERICANO-UBS,"BARRA DA FORQUILHA,R,38",-23450292,-46729127,JD PANAMERICANO
1179,JD PARAGUACU-UBS GONCALO F. ALVES,"TAIOBEIRAS,R,125",-23595329,-46499798,JD PARAGUACU
1180,JD PAULISTANO-UBS,"ENCRUZILHADA DO SUL,R, 220",-23461060,-46708567,JD PAULISTANO
1181,JD PENHA-UBS,"SAO MIGUEL,AV,4331",-23506953,-46491139,PONTE RASA
1182,JD PERI-UBS,"PERI RONCHETTI,AV,914",-23463714,-46654242,JD PERI
1183,JD PLANALTO-UBS IACAPE,"IACAPE,R,302",-23610050,-46509419,PQ. SANTA MADALENA
1184,JD REPUBLICA-UBS,"GONCALO DE P GOMES,AV,285",-23714602,-46687124,JD REPUBLICA
1185,JD RINCAO - UBS,"ARROIO DA PALMA, R., 67",-23434719,-46727222,JARDIM RINCAO
1186,JD ROBRU-UBS,"JOSE MARIA ALVES DE DEUS,R,288",-23520752,-46411973,JD ROBRU
1187,JD ROBRU-UBS (GUAIANASES),"NORDESTINA,AV,5593",-23526226,-46417361,JD ROBRU
1188,JD ROSELLI-UBS,"SIMAO NUNES,R,31",-23596771,-46439198,JD ROSELI
1189,JD ROSINHA - UBS,"R, DALVA DE OLIVEIRA, 72",-23437710,-46801990,MORRO DOCE
1190,JD S BENTO-UBS,"JOAO ROBALO,R,,64",-23678650,-46779105,JD. SAO BENTO
1191,JD S CARLOS - UBS,"MACABU,R,35",-23557468,-46412487,JD. SAO CARLOS
1192,JD S FRANCISCO-UBS,"JURITI PIRANGA,R,195",-23497050,-46530048,JD. SAO FRANCISCO
1193,JD S JORGE-UBS,"ANGELO APARECIDO DOS SANTOS DIAS,R,331",-23592156,-46783270,JD. SAO JORGE
1194,JD S NICOLAU-UBS,"REBELO DA SILVA,R,121",-23525972,-46479426,JD S NICOLAU
1195,JD S NORBERTO-UBS,"DOMENICO LANZETTI,R,S/N",-23817071,-46704884,JD. SAO NORBERTO
1196,JD SANTA FE - UBS,"CONDE DE LANCASTRE,R,214",-23831937,-46714272,JD SANTA FE
1197,JD SAO CARLOS-CID ADEMAR-UBS,"CLAUDIA MUZIO,R,163",-23681766,-46658281,J SAO CARLOS
1198,JD SAPOPEMBA-UBS,"JOAO LOPES DE LIMA,R,1151",-23611267,-46492813,JD SAPOPEMBA
1199,JD SECKLER-UBS,"CARLOS MAURO,R,114",-23618822,-46586576,SAO JOAO CLIMACO
1200,JD SELMA - UBS (CIDADE ADEMAR),"PEDRO FERNANDES ARAG+O,R,305",-23689678,-46656674,JD SELMA
1201,JD SILVEIRA - UBS,"BATISTA FALCIDIO,R,84",-23852083,-46714580,SILVEIRA
1202,JD SILVIA TELES-UBS,"JOSE ALEXANDRE MACHADO,R,541",-23499849,-46408327,ITAIM PAULISTA
1203,JD SINHA-UBS,"JIM CLARK,R,10C",-23593128,-46511171,JD SINHA
1204,JD SOARES-UBS,"FELICIANO DE MENDONCA,R,496",-23553491,-46398068,JD. SOARES
1205,JD SOUZA-UBS,"MARIA JOSE DE SOUZA, R,190",-23688286,-46747763,JD. SOUZA
1206,JD STA MARGARIDA-UBS,"CAPAO REDONDO,R,175",-23676735,-46754586,PQ SANTO AMARO
1207,JD STA MARIA-UBS,"EMBIRATAI,R,201",-23550329,-46505411,V TALARICO
1208,JD STA TEREZINHA-UBS,"LATINOS,DOS,AV,205",-23571695,-46503094,JD. SANTA TEREZINHA
1209,JD STO ANDRE-UBS,"MIGUEL FERREIRA DE MELO,AV,497",-23631626,-46442705,S MATHEUS
1210,JD THOMAS-UBS,"AUDALIO GONCALVES DOS SANTOS,R,158",-23673519,-46756017,JD. THOMAS
1211,JD TIETE I - UBS,"ENGENHO NOVO,AV,120",-23598225,-46494531,JD. TIETE
1212,JD TIETE II - UBS,"AUGUSTO FERREIRA RAMOS,R,9",-23586723,-46491950,S MATHEUS
1213,JD TRES CORACOES-UBS,"JOSE DE OLIVEIRA RAMOS,GEN,R,275",-23769114,-46684257,JD. TRES CORACiES
1214,JD TRES CORACOES-UBS,"JOSE DE OLIVEIRA RAMOS,GEN,R,275",-23769114,-46684257,JD. TRES CORACiES
1215,JD TRES MARIAS-UBS DR. MAURICIO Z.,"BRENO ACIOLI,R,440",-23518051,-46491812,V  SAO FRANCISCO
1216,JD UMUARAMA-UBS,"ANTONIO GIL,R,721",-23661623,-46669299,V FILOMENA
1217,JD VALQUIRIA- UBS,"CARLOS LACERDA,AV,3093",-23657315,-46774783,JD VALQU-RIA
1218,JD VERA CRUZ-UBS,"FUNCIONARIOS PUBLICOS,DOS,AV,13",-23731257,-46784861,JD VERA CRUZ
1219,JD VERA CRUZ-UBS (PERDIZES),"SARAMENHA,R,61",-23538231,-46688593,PERDIZES
1220,JD VISTA ALEGRE-UBS,"IBIRAIARAS,R,21",-23449865,-46684441,JD. VISTA ALEGRE
1221,JD VITORIA-UBS,"LAJEDO,R, 123",-23489353,-46491369,CID TIRADENTES
1222,JOAQUIM ANTONIO EIRADO-UBS,"BRAS LEME,AV,2945",-23502852,-46631123,SANTANA
1223,"JOAQUIM ROSSINI,DR-UBS","ALVARO FRAGOSO,R,480",-23596241,-46592109,V  CARIOCA
1224,JORDANOPOLIS-UBS,"CONTOS AMAZONICOS, R,1",-23728583,-46702844,V PROGRESSO
1225,"JOSE ANCHIETA,PE-UBS","SYLVIO TORRES,AV,313",-23552008,-46487125,ARTHUR ALVIM
1226,JOSE BONIFACIO II-UBS,"MURMURIOS DA TARDE,R,30",-23553435,-46444324,COHAB JOSE BONIFACIO
1227,JOSE BONIFACIO I-UBS,"OSVALDO DE OLIVEIRA,PROF,AV,610",-23542382,-46430727,JD. HELENA
1228,JOSE DE BARROS MAGALDI-UBS,"SALVADOR CARDOSO,R,177",-23587193,-46684651,ITAIM BIBI
1229,JOSE DE TOLEDO PIZA-UBS,"ANTONIO CESAR NETO,R,387",-23460688,-46582750,JACANA
1230,"JOSE MARCILIO MALTA CARDOSO,DR-UBS","BERNARDO GUERTZENSTEIM,DR,R,45",-23572294,-46760716,RIO PEQUENO
1231,"JOSE PIRES,DR(ENG GOULART)-UBS","AUGUSTO CORREIA LEITE,R,538",-23499804,-46516773,ENG  GOULART
1232,JOSE S RIBEIRO (V ANGLO BRASILEIRO)-UBS,"TURIASSU,R,1765",-23528532,-46678803,PQ. ANTARTICA
1233,LARANJEIRAS - UBS,"DENIS FURTEL, R,108",-23703572,-46628381,LARANJEIRAS
1234,LAUSANE PAULISTA-UBS,"VALORBE,R,80",-23474762,-46641340,LAUZANE PTA
1235,LUAR DO SERTAO - UBS,"LUAR DO SERTAO,R,980",-23692723,-46793942,CHACARA STA. MARIA
1236,"LUCIANO BERGAMINI, DOM-UBS","ESTRADA DA LIGACAO,S/N",-23923044,-46699060,ZONA  RURAL MARSILAC
1237,"LUCY UDAKIRI,DRA (JOSE BONIFACIO III) - UBS","SILVIO BARBINI,R,40",-23540016,-46438874,COHAB JOSE BONIFACIO
1238,"LUIZ AUGUSTO DE CAMPOS,DR-UBS (V RAMOS)","AUGUSTO ANTUNES,R,1631",-23519997,-46463514,LIMOEIRO
1239,LUIZ E MAZZONI-UBS,"CARLOS LIVIERO,AV,566",-23644407,-46592646,V  LIVIERO
1240,"MANOEL J PERA,DR-UBS","PURPURINA,R,280",-23553241,-46690743,V  MADALENA
1241,MANOEL SALDIVA NETO -UBS,"SAMPSON,R,61",-23537638,-46611643,BRAS
1242,"MANUEL DA NOBREGA,PE-UBS","FRANCISCO DE TOLEDO,PE,AV,545",-23544372,-46486454,COHAB PADRE M. DA NOBREGA
1243,MAR PAULISTA-UBS,"MATSUICHI WADA,R,393",-23696179,-46662482,BALNEARIO MAR PAULISTA
1244,"MARIA CECILIA F DONNANGELO,PROFA-UBS","RUI DE MORAIS APOCALIPSE,R,2",-23472919,-46684432,BRASILANDIA
1245,MARIO FRANCISCO NAPOLITANO-UBS  MENINOPOLIS,"OSCAR GOMES CARDIM,R,134",-23620298,-46687614,VILA CORDEIRO
1246,"MARIQUINHA SCIACIA,D -UBS","JOSE VICENTE,DR,R,39",-23462448,-46623105,TREMEMBE
1247,MARSILAC - UBS,"ESTRADA ENGENHEIRO MARSILAC,14487",-23865987,-46744384,MARSILAC
1248,MASSAGISTA MARIO AMERICO - UBS,"OSCAR DE MOURA LACERDA,ENG,R,231",-23486165,-46655108,IMIRIM
1249,MASSAKI UDIHARA (JD AEROPORTO)-UBS,"VIAZA,R,100",-23631377,-46669143,JD AEROPORTO
1250,MATA VIRGEM-UBS,"SAUDE,ESTR, DA  47",-23714154,-46627033,ELDORADO
1251,"MATHEUS SANTAMARIA,DR (JD POPULAR) - UBS","JAMES TORRES,AV,600",-23517253,-46505721,JD. POPULAR
1252,MAX PERLMAN (V OLIMPIA)-UBS,"JACQUES FELIX,R,499",-23591938,-46670704,V NOVA CONCEICAO
1253,"MILTON SANTOS, PROF- UBS","CECI,AV, 2249",-23628304,-46645847,PLANALTO PAULISTA
1254,MOINHO VELHO II-UBS,"BELGRADO,R,513",-23611558,-46605140,MOINHO VELHO
1255,MOINHO VELHO I-UBS,"DOMINGOS COELHO,PCA,5",-23494420,-46712506,PIRITUBA
1256,MOOCA - UBS,"SERRA DE JAIRE,R,1480",-23553466,-46579509,AGUA RASA
1257,MOOCA I-UBS,"TAQUARI,R,549",-23550412,-46597303,MOOCA
1258,MORADA DO SOL-UBS,"LUIS VAS DE CAMOES,PCA, 35",-23431151,-46781040,ANHANGUERA
1259,MORRO DOCE-UBS,"ALBERTO CALIX,R,55",-23440514,-46794300,JD. ANHANGUERA
1260,N SRA DO CARMO-UBS,"VERISSIMO DA SILVA,R,135",-23572403,-46479676,JD. NOSSA SRA.DO CARMO
1261,NANCY ABRANCHES - UBS CAXINGUI,"LADISLAU ROMAN,R,410",-23578630,-46714514,BUTANTA
1262,NGA 63  VARZEA DO CARMO-PAM,"LEOPOLDO MIGUEZ,R,327",-23555872,-46624901,VARZEA DO GLICERIO
1263,NOVA AMERICA - UBS,"EDUARDO COLLIER FILHO,R,14",-23868692,-46677104,CIDADE NOVA AM+RICA
1264,NOVA ESPERANCA - UBS (PAULISTANO II),"MIRACI,R,94",-23454427,-46709942,JD PAULISTANO
1265,NOVE DE JULHO -UBS,"SIBALDO LINS,R,146",-23591099,-46485238,JD NOVE DE JULHO
1266,NOVO CAMINHO-UBS,"ANTONIO DA MATA JUNIOR,R,943",-23654179,-46734070,JD. S+O LUIZ
1267,NOVO JARDIM I-UBS,"PHILIPPE DE VITRY,R,282",-23665889,-46735974,JD STA JOSEFINA
1268,NUCLEO DE GESTAO ASSISTENCIAL NGA 08 BELEM-PAM,"CLEMENTINO, DR., R 200",-23538342,-46591970,BELENZINHO
1269,NUCLEO DE GESTAO ASSISTENCIAL NGA 39 SANTA CRUZ-PAM,"SANTA CRUZ,R,1181",-23597117,-46625037,V MARIANA
1270,"OCTAVIO AUGUSTO RODOVALHO,DR-UBS BOM RETIRO","PENA,TTE,R,8",-23525540,-46641152,BOM RETIRO
1271,"ORA ROSEN,DRA (PQ S RAFAEL) - UBS","ARISTIDES RICARDO,DR,R,313",-23624841,-46469092,PQ. SAO RAFAEL
1272,"OSWALDO MARASCA JUNIOR,DR-UBS","D PEDRO I,AV,594",-23570025,-46610979,V  MONUMENTO
1273,PARADA XV DE NOVEMBRO-UBS,"IBIAJARA,R,804",-23526871,-46435159,ITAQUERA
1274,PARAISOPOLIS - UBS,"SILVEIRA SAMPAIO,R,660",-23617574,-46718678,VILA ANDRADE
1275,PARAISOPOLIS II - UBS,"PASQUALE GUALUPPI,R,951",-23612004,-46725687,PARAISOPOLIS
1276,PARAISOPOLIS-UBS,"MELCHIOR GIOLA,R,300",-23616256,-46726870,PARAISOPOLIS
1277,PARELHEIROS-UBS,"MARIO TRAPE,R,100",-23829632,-46726602,JD. NOVO PARELHEIROS
1278,PARI - UBS,"OLARIAS,DAS,R,503",-23525505,-46620487,CANINDE
1279,PARQUE MARIA HELENA - UBS,"BENEDITO MATARAZZO,DR,R,371",-23662596,-46761901,PQ MARIA HELENA
1280,PASTORAL-UBS,"BOLEADEIRAS,R,127",-23615705,-46516140,JD ELBA
1281,"PAULO B BRANCO,DR(RIO PEQUENO)-UBS","JOAO LUIS MATEUS,R,34",-23562617,-46748242,BUTANTA
1282,PAULO FELDMAN (NITRO OPERARIA) - UBS,"CUMARU,R, 14",-23493689,-46436015,CID NITRO OPERARIA
1283,"PAULO M ALBERNAZ F, DR - REAL PARQUE-UBS","MELGA´?¢O, BR,DE,R,339",-23609426,-46705295,REAL PARQUE
1284,PAULO VI-UBS,"VATICANO,AV,69",-23601401,-46794837,JD. JOAO XXIII
1285,"PEDRO DE SOUZA CAMPOS,DR-UBS MANGABEIRA","PAULO BIFANO ALVES,R,764",-23502679,-46483642,PQ. BOTURUSSU
1286,PERUS-UBS,"JOAO GONCALVES DE LIMA,VIG,PCA,239",-23408918,-46756881,PERUS
1287,PQ ANHANGUERA - UBS,"ANHANGUERA,ROD KM 24,5/PIERRE RENOIR,100",-23430851,-46787208,JD. BRITANIA
1288,PQ ARARIBA-UBS,"FRANCISCO SOARES,R,81",-23637526,-46749380,JD. INGA
1289,PQ ARTUR ALVIM - UBS,"HENRIQUE JACOBS,R,269",-23537205,-46491452,ARTHUR ALVIM
1290,PQ BRISTOL-UBS,"FRANCOIS BUNEL,R,194",-23648697,-46609987,PQ BRISTOL
1291,PQ DA BOA ESPERANCA-UBS,"RAGUEB CHOHFI,AV,3826",-23594489,-46448270,JD AUGUSTO
1292,PQ DA LAPA-UBS,"BERGSON,R, 52",-23531253,-46720086,PQ DA LAPA
1293,PQ DO ENGENHO II-UBS,"RODRIGO SANCHES,D,AV,700",-23660664,-46785683,PQ. ENGENHO
1294,PQ DO LAGO-UBS,"BARONESA,DA,ESTR,1000",-23691547,-46761473,PQ. DO LAGO
1295,PQ EDU CHAVES-UBS,"EDU CHAVES,AV,1197",-23476599,-46568585,PQ EDU CHAVES
1296,PQ FERNANDA-UBS,"ERNESTO SOARES FILHO,R,301",-23675312,-46791828,PQ FERNANDA
1297,PQ FIGUEIRA GRANDE-UBS,"DANIEL KLEIN,R,211",-23679004,-46748702,PQ. FIGUEIRA GRANDE
1298,PQ IMPERIAL-UBS,"JACOPO BASSANO,R,27",-23627897,-46639529,V MONTE ALEGRE
1299,PQ MARIA DOMITILA - UBS,"ANASTACIO,DO,AV (ESQ. R WILLIS ROBERTO BANKS) 2421",-23488279,-46737725,PQ. MARIA DOMITILA
1300,PQ NOVO MUNDO II-UBS,"ANTONIO MATIAS DE CAMARGO,SD,R,87",-23511436,-46565487,PQ. NOVO MUNDO
1301,PQ NOVO MUNDO I-UBS,"BENEDITA DORNELLAS CLARO,R,451",-23517069,-46576342,PQ. NOVO MUNDO
1302,PQ NOVO STO AMARO-UBS,"PORTA DO PRADO,R,18",-23698944,-46783715,PQ NOVO STO AMARO
1303,PQ PAULISTANO - UBS,"SILVEIRA PIRES,R,265",-23486749,-46431785,PQ PAULISTANO
1304,PQ PERUCHE-UBS,"JOSE RANGEL DE CAMARGO,R,500",-23497448,-46654057,PQ PERUCHE
1305,PQ REGINA-UBS,"MELO COUTINHO,R,260",-23634069,-46755233,PQ REGINA
1306,PQ RES COCAIA INDEPENDENTE-UBS,"FILINTO MILANEZ,R,26",-23744501,-46668441,PQ. RESID. COCAIA
1307,PQ S LUCAS-UBS,"NOGUEIRA DE NORONHA,DR,R,322",-23595810,-46545744,PQ. SAO LUCAS
1308,PQ STA RITA-UBS,"JOSE PESSOTA,R,80",-23512525,-46413210,PQ STA RITA
1309,PQ STO ANTONIO-UBS,"MANUEL BORDALO PINHEIRO,R,100",-23656634,-46755453,PQUE SANTO ANTONIO
1310,"PRESTES MAIA,PREF-UBS","INACIO PINTO LIMA,R,35",-23565628,-46408548,CIDADE TIRADENTES
1311,PRIMEIRO DE OUTUBRO-UBS,"TRAVESSA A´?¢UCENA DO BREJO,16B (RUA MARILIA)",-23530138,-46397431,JD LOURDES
1312,PROFETA JEREMIAS-UBS,"LUIS BORDESE,R,63",-23602665,-46404329,CIDADE TIRADENTES
1313,RECANTO CAMPO BELO-UBS,"SADAMU INOUE,AV,185",-23775572,-46722349,REC CAMPO BELO
1314,RECANTO DOS HUMILDES-UBS,"PAVAO,R,36 A",-23413288,-46750228,RECANTO DOS HUMILDES
1315,RECANTO VERDE SOL-UBS,"PEDRO ROMAZZANI, R,03",-23615510,-46417482,RECANTO VERDE SOL
1316,REPUBLICA - UBS,"BANDEIRA, PRACA DA, 15",-23549916,-46639666,REP+BLICA
1317,REUNIDAS I -UBS,"JOSE ESPINHARAS,R,S,400",-23603574,-46532173,V INDUSTRIAL
1318,REUNIDAS II-UBS,"CASA GRANDE,ESTRADA,DA,1258",-23604440,-46520449,V UNIAO
1319,RIO CLARO-UBS,"CINIRA POLONIO,R,33",-23626059,-46458160,JD. RIO CLARO
1320,S MATEUS I - UBS,"ANGELO CANDIA,R,1058",-23598904,-46483161,CIDADE SAO MATEUS
1321,S SAVERIO( AURELIO MELLONE)-UBS,"ATILIO SELVA,R,10",-23656814,-46613876,JD. CELESTE
1322,S VICENTE DE PAULA-UBS,"VICENTE DA COSTA,R,289",-23590488,-46608586,IPIRANGA
1323,SACOMA-UBS,"ESTRADA DAS LAGRIMAS,1403",-23613340,-46593417,V HELIOPOLIS
1324,SANTA MADALENA-UBS,"PALMEIRA BACARA,R,36",-23614844,-46510233,JD ELBA
1325,SANTO AMARO-UBS SERGIO V BRAGA,"ITU,CONDE,R,359",-23646948,-46701438,STO  AMARO
1326,SANTO ELIAS- UBS,"FABIO DE ALMEIDA MAGALH+ES,R,494",-23495471,-46749595,JD. SANTO ELIAS
1327,SAO FRANCISCO - UBS,"BANDEIRA DO ARACAMBI,S/N",-23630863,-46457302,JD. SAO FRANCISCO
1328,SAPOPEMBA - UBS MASCARENHAS DE MORAIS,"EDGAR LOURENCO PINTO,SGTO,R,116",-23616210,-46495470,CJ MARECHAL MASCARENHAS DE
1329,SE - UBS,"FREDERICO ALVARENGA,R,259",-23550525,-46627859,PQ DOM PEDRO
1330,"SERGIO CHADDAD,DR-UBS","CARLOS OBERHUBER,AV,659",-23742904,-46710820,V  SAO JOSE
1331,"SIGMUND FREUD,DR-UBS II INDIANAPOLIS","INDIANOPOLIS,AV,650",-23603931,-46653925,MOEMA
1332,SILMARYA REJANE MARCOLINO DE SOUZA -UBS,"EUVALDO AUGUSTO FREIRE,R,20",-23454234,-46698956,JD. CAROMBE
1333,SITIO DA CASA PINTADA - UBS,"MARIA SANTANA,AV,101",-23509507,-46446369,JD STA MARIA
1334,STA INES-UBS,"FIDELIS MOTA,FREI,R, 1001",-23492071,-46458194,PQ CRUZEIRO DO SUL
1335,STA LUCIA-UBS,"CARMELO CALI,R,26",-23688703,-46765667,VILA SANTA LUCIA
1336,STA LUZIA-UBS,"CONJUNTO DA PAZ,R, 39 H",-23522284,-46388881,COHAB JD MIRIAM
1337,STO ESTEVAO-UBS CARMOSINA,"CACHOEIRA DA ILHA,R,355",-23559060,-46459734,ITAQUERA
1338,TEOTONIO VILELA - UBS,"VILANOVA ARTIGAS,ARQ,AV,1071",-23605480,-46503148,JD SAPOPEMBA
1339,"THERSIO VENTURA, DR-UBS","ARRAIAL DE SANTA BARBARA, R,996",-23503504,-46470226,CIDADE PEDRO J NUNES
1340,"TRINDADE,ENG-UBS","GABRIELA MISTRAL,AV,1168",-23510474,-46550313,ENG TRINDADE
1341,UBS INTEGRAL JARDIM EDITE,"CHARLES COULOMB,R., 80",-23612577,-46694183,CIDADE MONCOES
1342,UBS INTEGRAL JARDIM MIRIAM II,"CUPEC´?¢, AV.5185",-23678589,-46639702,JARDIM PRUDENCIA
1343,UBS JARDIM HELENA,"KUMAKI AOKI, AV., 785",-23478834,-46419870,JD HELENA
1344,UBS JARDIM JULIETA,"BALTHAZAR FIDELIS, R., 258",-23495949,-46567861,JARDIM GUANC´?¢
1345,UBS JARDIM NOVO PANTANAL - PEDREIRA,"PROF. CARDOZO DE MELLO NETOAV., 674",-23699031,-46639726,JARDIM SANTA TEREZINHA
1346,UBS JARDIM ROMANO,"RIO MANUEL ALVES, R., 57",-23486013,-46392103,ITAIM PAULISTA
1347,UBS PARQUE DOROTEIA,"DOS ANIQUIS, R., 3",-23698200,-46646722,JD SANTA TEREZINHA
1348,UBS SAO JORGE - CIDADE ADEMAR,"EDUARDO PEREIRA RAMOS, AV., 810",-23685019,-46661045,JD DOMITILA
1349,UNIAO DAS VILAS DE TAIPAS - UBS,"ELISIO TEIXEIRA LEITE,AV,7703",-23434929,-46717684,PARADA DE TAIPAS
1350,UNIAO VILA NOVA I-UBS,"GRAZIELE BALDAK GOMES,R, 36",-23485842,-46459925,UNIAO V NOVA
1351,UNIAO VILA NOVA-UBS ADAO MANOEL DA SILVA,"ADAO MANOEL DA SILVA,R, 16",-23490672,-46454984,SAO MIGUEL PAULISTA
1352,V ALBERTINA  DR. OSVALDO MARCAL-UBS,"ANTONIO JOAQUIM DE OLIVEIRA, R,220",-23448621,-46609796,V ALBERTINA
1353,V ANASTACIO-UBS,"BARTOLOMEU PAES,R,686",-23513577,-46719668,V ANASTACIO
1354,V ANTONIETA-UBS,"JOAO DE OLIVEIRA MELLO,CEL,R,440",-23572685,-46515396,V ANTONIETA
1355,V APARECIDA-UBS,"BATISTA MACIEL, AV,430",-23690747,-46670051,ELDORADO
1356,V ARICANDUVA-UBS,"ANTONIO LIDORIO DA SILVA,R,265",-23534317,-46536027,V ARICANDUVA
1357,V ARRIETE-UBS DECIO P. PEDROSO,"JULIETA DE ARAUJO ALMEIDA,R,44",-23680111,-46685959,JD. ARAUJO ALMEIDA ARRIETE
1358,V BARBOSA-UBS,"MANDAQUI,AV,197",-23504804,-46670111,LIMAO
1359,V BORGES-UBS,"JACINTO DE MORAIS,R,22",-23586843,-46770013,JD. CLAUDIA
1360,V CALIFORNIA-UBS ZELIVAL BRUSCAGIN,"SAO JANUARIO,DE,CDE,PCA,91",-23604588,-46554629,V CALIFORNIA
1361,V CALU - UBS,"ESTRADA M' BOI MIRIM,10020",-23728514,-46785820,VL. CALU
1362,V CAMPESTRE - UBS,"ARTUR NUNES DA SILVA,R,",-23659805,-46650010,V CAMPESTRE
1363,V CARMOSINA-UBS,"IPOPOCA,R,61",-23549185,-46448219,ITAQUERA
1364,V CHABILANDIA-UBS,"ESTRADA DO LAGEADO VELHO,76",-23538357,-46407177,JD LAJEADO
1365,V CISPER-UBS,"CACULE,R,79",-23489373,-46491096,V CISPER
1366,V CLARA - UBS,"ROLANDO CURTIS,R,701",-23670825,-46642993,V. CLARA
1367,V CONSTANCIA-UBS VICENTE O. GUIDA,"HERMENEGILDO MARTINI,R,S/N",-23672783,-46664681,V CONSTANCIA
1368,V COSMOPOLITA-UBS,"ALDEIA MARIA,R,258",-23560235,-46423256,GUAIANASES
1369,V CURUCA-UBS,"PEDRO MEIRA,R,1",-23502031,-46421841,V CURUCA
